Title,Area,Link,DirectLink
Quantum Mechanics,Physics and Astronomy,doi.org/10.1007/978-3-642-20556-9,https://link.springer.com/content/pdf/10.1007%2F978-3-642-20556-9
Electricity and Magnetism,Physics and Astronomy,doi.org/10.1007/978-4-431-54526-2,https://link.springer.com/content/pdf/10.1007%2F978-4-431-54526-2
Foundations of Quantum Mechanics,Physics and Astronomy,doi.org/10.1007/978-3-319-65867-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-65867-4
Introduction to Mathematica®️ for Physicists,Physics and Astronomy,doi.org/10.1007/978-3-319-00894-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-00894-3
Principles of Astrophysics,Physics and Astronomy,doi.org/10.1007/978-1-4614-9236-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-9236-8
Principles of Musical Acoustics,Physics and Astronomy,doi.org/10.1007/978-1-4614-6786-1,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-6786-1
Basics of Laser Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-50651-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-50651-7
Solid-State Physics,Physics and Astronomy,doi.org/10.1007/978-3-540-93804-0,https://link.springer.com/content/pdf/10.1007%2F978-3-540-93804-0
Principles of Quantum Mechanics,Physics and Astronomy,doi.org/10.1007/978-1-4757-0576-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4757-0576-8
Group Theory,Physics and Astronomy,doi.org/10.1007/978-3-540-32899-5,https://link.springer.com/content/pdf/10.1007%2F978-3-540-32899-5
Elementary Mechanics Using Matlab,Physics and Astronomy,doi.org/10.1007/978-3-319-19587-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-19587-2
The Physics of Semiconductors,Physics and Astronomy,doi.org/10.1007/978-3-319-23880-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-23880-7
Quantum Mechanics,Physics and Astronomy,doi.org/10.1007/978-1-4612-1272-0,https://link.springer.com/content/pdf/10.1007%2F978-1-4612-1272-0
Transmission Electron Microscopy,Physics and Astronomy,doi.org/10.1007/978-1-4757-2519-3,https://link.springer.com/content/pdf/10.1007%2F978-1-4757-2519-3
Advanced Quantum Mechanics,Physics and Astronomy,doi.org/10.1007/978-3-319-25675-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-25675-7
Physics from Symmetry,Physics and Astronomy,doi.org/10.1007/978-3-319-66631-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-66631-0
Problems in Classical Electromagnetism,Physics and Astronomy,doi.org/10.1007/978-3-319-63133-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-63133-2
Introductory Quantum Mechanics,Physics and Astronomy,doi.org/10.1007/978-3-319-68598-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-68598-4
Linear Algebra and Analytic Geometry for Physical Sciences,Physics and Astronomy,doi.org/10.1007/978-3-319-78361-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-78361-1
Introduction to General Relativity,Physics and Astronomy,doi.org/10.1007/978-981-13-1090-4,https://link.springer.com/content/pdf/10.1007%2F978-981-13-1090-4
Introduction to Particle and Astroparticle Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-78181-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-78181-5
A First Introduction to Quantum Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-92207-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-92207-2
Physics of Oscillations and Waves,Physics and Astronomy,doi.org/10.1007/978-3-319-72314-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-72314-3
Quantum Mechanics for Pedestrians 1,Physics and Astronomy,doi.org/10.1007/978-3-030-00464-4,https://link.springer.com/content/pdf/10.1007%2F978-3-030-00464-4
Quantum Mechanics for Pedestrians 2,Physics and Astronomy,doi.org/10.1007/978-3-030-00467-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-00467-5
Philosophy of Science for Scientists,Religion and Philosophy,doi.org/10.1007/978-3-319-26551-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-26551-3
Readings in Formal Epistemology,Religion and Philosophy,doi.org/10.1007/978-3-319-20451-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-20451-2
The Nature of Scientific Knowledge,Religion and Philosophy,doi.org/10.1007/978-3-319-33405-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-33405-9
Communication and Bioethics at the End of Life,Religion and Philosophy,doi.org/10.1007/978-3-319-70920-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-70920-8
Philosophy of Race,Religion and Philosophy,doi.org/10.1007/978-3-319-78729-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-78729-9
Business Ethics - A Philosophical and Behavioral Approach,Religion and Philosophy,doi.org/10.1007/978-3-319-91575-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-91575-3
Argumentation Theory: A Pragma-Dialectical Perspective,Religion and Philosophy,doi.org/10.1007/978-3-319-95381-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-95381-6
Mathematical Logic,Religion and Philosophy,doi.org/10.1007/978-3-319-97298-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-97298-5
Introduction to Formal Philosophy,Religion and Philosophy,doi.org/10.1007/978-3-319-77434-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-77434-3
Philosophical and Mathematical Logic,Religion and Philosophy,doi.org/10.1007/978-3-030-03255-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-03255-5
Applied Behavior Analysis,Science and Psychology,doi.org/10.1007/978-3-319-44794-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-44794-0
Handbook of LGBT Elders,Social Sciences,doi.org/10.1007/978-3-319-03623-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-03623-6
Disability and Vocational Rehabilitation in Rural Settings,Social Sciences,doi.org/10.1007/978-3-319-64786-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-64786-9
Political Social Work,Social Sciences,doi.org/10.1007/978-3-319-68588-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-68588-5
"Concepts, Methods and Practical Applications in Applied Demography",Social Sciences,doi.org/10.1007/978-3-319-65439-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-65439-3
An Introduction to Zooarchaeology,Social Sciences,doi.org/10.1007/978-3-319-65682-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-65682-3
Quantitative Methods for the Social Sciences,Social Sciences,doi.org/10.1007/978-3-319-99118-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-99118-4
Social Justice Theory and Practice for Social Work,Social Sciences,doi.org/10.1007/978-981-13-3621-8,https://link.springer.com/content/pdf/10.1007%2F978-981-13-3621-8
Analyzing Qualitative Data with MAXQDA,Social Sciences,doi.org/10.1007/978-3-030-15671-8,https://link.springer.com/content/pdf/10.1007%2F978-3-030-15671-8
Handbook of Evolutionary Research in Archaeology,Social Sciences,doi.org/10.1007/978-3-030-11117-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-11117-5
